loan_id,customer_id,age,gender,marital_status,education,employment_type,years_employed,annual_income,monthly_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,collateral_type,loan_purpose,debt_to_income,missed_payments_6m,months_with_bank,num_bank_products,default
LN001641,CUS01641,63,Female,Married,Vocational,Self-Employed,27,4028433,322040,4302359,36,8.647165826929527,441,3,Guarantor,Business Expansion,4.546154538777304,1,47,1,1
LN000671,CUS00671,60,Female,Single,Vocational,Contract Employee,13,609251,48802,207150,300,5.563850581760473,697,4,Vehicle,Business Expansion,0.3384298412714773,5,24,6,0
LN000835,CUS00835,38,Male,Divorced,Bachelor,Permanent Employee,10,2930285,255185,3856921,300,5.4457659179225955,610,1,Fixed Deposit,Education,0.0,0,16,4,0
LN000110,CUS00110,46,Male,Married,Doctoral,Freelance,23,3605011,295830,2396591,36,13.456022053882986,500,3,,Auto Loan,1.4174035959072842,0,169,1,0
LN001165,CUS01165,34,Female,Widowed,Primary,Self-Employed,0,2230776,178542,2725350,180,16.946821105550118,407,3,Life Insurance,Debt Consolidation,1.275925924833496,6,176,5,1
LN001960,CUS01960,32,Male,Widowed,Secondary,Freelance,23,2266868,177255,4740569,300,17.534008760855272,804,3,Life Insurance,Auto Loan,0.6858843490774105,3,104,2,1
LN001465,CUS01465,50,Female,Widowed,Doctoral,Self-Employed,31,2746024,248356,4362116,48,9.100912172658468,849,0,,Business Expansion,4.614352633074207,6,155,1,1
LN001729,CUS01729,40,Female,Married,Secondary,Business Owner,25,1925091,161558,1099841,36,10.984894563216898,434,2,Guarantor,Debt Consolidation,1.9340214300290963,6,33,3,1
LN001243,CUS01243,61,Female,Single,Secondary,Contract Employee,5,326192,19503,2144511,36,6.105681081704874,424,0,Fixed Deposit,Business Expansion,30.641394724435393,4,29,5,1
LN000212,CUS00212,48,Male,Divorced,Vocational,Freelance,15,1343183,115109,1976975,48,16.67458745424249,717,0,Real Estate,Medical,5.157214625729256,2,166,2,0
LN001768,CUS01768,62,Female,Divorced,Bachelor,Contract Employee,2,2969455,239586,2646371,60,4.311713383722831,696,5,Life Insurance,Home Purchase,1.6455514224065189,6,152,6,1
LN001121,CUS01121,58,Female,Single,Bachelor,Business Owner,13,1603385,138137,1964138,24,11.776868768893022,773,1,Life Insurance,Business Expansion,6.975369120287476,1,91,4,1
LN000680,CUS00680,58,Male,Married,Vocational,Government Officer,25,1277818,102651,3099545,120,15.82913782152369,700,1,Real Estate,Auto Loan,2.472589444904245,2,28,3,0
LN001951,CUS01951,52,Female,Married,Doctoral,Self-Employed,32,2766297,223096,2988112,120,16.42774026105324,302,2,Fixed Deposit,Personal Loan,1.4162041630982145,6,211,5,1
LN001839,CUS01839,45,Male,Widowed,Vocational,Freelance,25,2551275,217161,1764809,36,4.514072432131363,771,5,Vehicle,Medical,3.201516119056775,4,145,1,1
LN000412,CUS00412,30,Female,Widowed,Master,Government Officer,30,3204020,266823,3259590,36,14.837386861830444,789,3,Fixed Deposit,Auto Loan,3.6695407425841706,3,124,1,0
LN001325,CUS01325,40,Male,Widowed,Secondary,Self-Employed,23,867042,73576,3413658,36,13.116591266812236,386,1,Fixed Deposit,Home Purchase,16.166927990711173,3,101,5,1
LN000783,CUS00783,47,Male,Divorced,Vocational,Freelance,14,1276985,114784,2014164,48,16.434247109052787,720,0,Real Estate,Medical,4.196936608132159,2,170,2,0
LN001346,CUS01346,22,Female,Divorced,Secondary,Government Officer,36,379463,18734,2924920,36,8.174026180635682,434,3,Real Estate,Home Purchase,41.86261626997519,4,197,6,1
LN000875,CUS00875,29,Female,Married,Vocational,Business Owner,9,2998417,246330,2450065,120,8.648211707327157,661,1,Vehicle,Business Expansion,1.2932530992325746,5,69,1,0
LN001653,CUS01653,26,Male,Married,Secondary,Contract Employee,5,2450453,204528,2534061,60,8.856104080513939,561,2,Fixed Deposit,Medical,2.7377858055536684,3,100,5,1
LN001279,CUS01279,61,Female,Single,Secondary,Freelance,7,276896,26393,3014616,300,13.529555395825952,631,2,,Education,4.645006753480987,2,53,6,1
LN000786,CUS00786,58,Male,Single,Primary,Business Owner,15,1260448,104484,4961403,48,17.57261366179899,648,5,Fixed Deposit,Debt Consolidation,12.0962834181118,4,86,5,0
LN001819,CUS01819,25,Female,Divorced,Bachelor,Self-Employed,14,167860,17823,1301207,180,11.135345488593428,600,5,,Home Purchase,5.046052903355785,1,204,6,1
LN001199,CUS01199,38,Female,Married,Secondary,Freelance,26,1679711,152525,1972195,300,16.70167761703491,499,3,Vehicle,Business Expansion,1.5189512768243962,2,116,6,1
LN000808,CUS00808,59,Female,Single,Vocational,Contract Employee,13,609253,50976,128202,300,5.397499081267826,695,4,Vehicle,Business Expansion,0.0,5,34,6,0
LN000713,CUS00713,45,Female,Married,Doctoral,Contract Employee,26,3338310,283097,2354201,300,17.059240490887134,655,5,Vehicle,Debt Consolidation,1.223640545315323,0,69,2,0
LN001991,CUS01991,41,Male,Widowed,Bachelor,Contract Employee,32,3232761,272610,4637577,120,14.31019394961449,319,1,Fixed Deposit,Home Purchase,1.0196203155105503,0,114,4,1
LN001660,CUS01660,31,Male,Married,Secondary,Contract Employee,18,149197,11629,4641463,36,6.425728846293187,358,4,Guarantor,Personal Loan,98.27782453928708,6,198,2,1
LN001191,CUS01191,41,Female,Married,Bachelor,Freelance,20,1201547,103927,4862786,60,14.456281952466307,349,5,Real Estate,Business Expansion,8.971405950572656,5,184,1,1
LN001226,CUS01226,25,Female,Divorced,Bachelor,Self-Employed,13,177996,14606,1388360,180,10.528455687256956,625,5,,Home Purchase,4.551102303248156,1,205,6,1
LN000603,CUS00603,65,Female,Divorced,Vocational,Freelance,14,2047710,167185,3001009,12,16.10016851849868,811,2,Life Insurance,Debt Consolidation,17.52352254124128,1,94,1,0
LN000271,CUS00271,66,Female,Married,Master,Business Owner,33,1683451,139186,456822,36,8.222871407715132,634,2,Guarantor,Education,1.2207826639682022,5,157,6,0
LN001385,CUS01385,29,Female,Single,Secondary,Contract Employee,30,3364695,275168,4665199,36,11.007304803549884,403,3,Fixed Deposit,Medical,6.173543646883221,0,63,5,1
LN000232,CUS00232,39,Female,Single,Bachelor,Contract Employee,27,3207370,259053,1493188,48,7.128342533460566,574,3,,Personal Loan,1.442325952089636,2,74,5,0
LN000050,CUS00050,61,Female,Widowed,Doctoral,Business Owner,22,2784305,226022,210722,48,13.691150629890618,526,0,Vehicle,Education,0.0,5,145,5,0
LN000463,CUS00463,44,Male,Widowed,Doctoral,Business Owner,8,3806846,312397,1493675,84,10.25571232160169,673,5,Vehicle,Auto Loan,0.7444357921651353,5,168,3,0
LN001106,CUS01106,36,Male,Divorced,Secondary,Freelance,34,944425,75882,3913504,240,11.966003164568573,448,0,Vehicle,Debt Consolidation,3.5526994447717177,2,107,2,1
LN000856,CUS00856,41,Male,Divorced,Master,Government Officer,10,3727078,307478,352046,84,14.048257141999219,554,4,Fixed Deposit,Personal Loan,0.2523037894604588,6,145,2,0
LN000694,CUS00694,24,Female,Married,Vocational,Freelance,11,1556697,129435,3513805,120,6.261387082262516,484,0,Real Estate,Personal Loan,3.298255253176189,1,155,3,0
LN001552,CUS01552,41,Male,Widowed,Doctoral,Government Officer,15,1293229,114999,1648433,24,10.43103575602691,415,2,Real Estate,Medical,7.935661116847203,1,155,3,1
LN001873,CUS01873,32,Male,Widowed,Secondary,Freelance,22,2169609,192789,4689396,300,17.395841846895838,816,3,Life Insurance,Auto Loan,0.8114737988533057,3,113,2,1
LN000527,CUS00527,43,Male,Single,Vocational,Self-Employed,1,1246579,108900,2567892,60,7.481670368328024,629,1,Life Insurance,Education,4.709648659611854,6,54,3,0
LN000174,CUS00174,53,Male,Widowed,Primary,Business Owner,17,720006,58305,2119661,12,13.97489892921576,816,5,Vehicle,Business Expansion,34.67375861541611,5,73,2,0
LN000721,CUS00721,29,Male,Single,Secondary,Government Officer,15,1032651,83954,1612576,36,17.079409066396593,514,2,Real Estate,Personal Loan,7.1842974783777995,5,50,2,0
LN000415,CUS00415,55,Male,Married,Doctoral,Permanent Employee,16,3251309,271728,713586,180,13.740752871962098,690,1,,Personal Loan,0.0,0,231,5,0
LN000238,CUS00238,25,Male,Divorced,Bachelor,Government Officer,15,1978546,166792,4480751,12,8.201148759276851,507,5,,Debt Consolidation,27.162818692602883,2,82,1,0
LN001473,CUS01473,60,Female,Divorced,Bachelor,Contract Employee,6,340141,24214,681045,120,8.355660235028608,341,2,Life Insurance,Personal Loan,3.277139678841177,4,51,1,1
LN001336,CUS01336,28,Male,Married,Primary,Contract Employee,16,2134593,181709,4206332,48,4.815222010222483,638,0,Real Estate,Education,5.219466334036277,4,133,5,1
LN001064,CUS01064,41,Male,Married,Master,Contract Employee,2,3306836,282549,2934042,48,9.701642489778756,339,3,Fixed Deposit,Personal Loan,2.38121930969833,0,184,1,1
LN000024,CUS00024,44,Female,Married,Primary,Freelance,29,4207191,345532,1119853,24,16.973615688589224,781,3,Fixed Deposit,Auto Loan,2.2717190670620164,2,206,6,0
LN001767,CUS01767,45,Female,Single,Primary,Government Officer,18,2462882,214680,3009267,24,4.840555126441858,606,2,Vehicle,Education,7.272804879417021,1,209,3,1
LN000064,CUS00064,58,Female,Single,Master,Business Owner,8,1970825,174140,2459880,36,7.194415183052893,307,0,,Debt Consolidation,4.4912455898326975,0,186,1,0
LN000290,CUS00290,63,Female,Married,Primary,Permanent Employee,2,3304025,270929,585540,120,14.222144685650859,335,1,Life Insurance,Business Expansion,0.9635580220942412,2,38,1,0
LN000189,CUS00189,56,Male,Single,Secondary,Freelance,30,2145348,180663,2071512,300,15.199089236084374,766,0,,Medical,0.0,4,203,2,0
LN000702,CUS00702,41,Male,Divorced,Doctoral,Permanent Employee,26,790466,72086,3872719,240,16.838783220654467,595,1,Fixed Deposit,Debt Consolidation,2.886303082309204,1,158,1,0
LN001815,CUS01815,42,Male,Single,Doctoral,Permanent Employee,0,1588170,144566,638675,48,7.055670307536036,550,4,Life Insurance,Education,1.2648793992400338,3,226,4,1
LN001138,CUS01138,43,Male,Widowed,Secondary,Permanent Employee,22,861765,65400,1973778,48,6.541607538516013,531,3,Real Estate,Personal Loan,7.382824008812905,0,29,5,1
LN000355,CUS00355,46,Female,Widowed,Master,Self-Employed,10,1905943,146953,1106539,24,11.58591039956736,655,5,Life Insurance,Home Purchase,2.7095848292118863,1,155,6,0
LN000417,CUS00417,65,Male,Single,Secondary,Business Owner,1,3311739,268577,1800697,36,6.217396629018046,378,1,Vehicle,Education,1.2356476979286066,2,96,4,0
LN001246,CUS01246,48,Male,Widowed,Master,Contract Employee,4,3024736,249114,1100406,12,8.163319365904968,788,0,,Home Purchase,3.9683161706714314,0,177,2,1
LN000931,CUS00931,56,Female,Married,Master,Contract Employee,10,1292605,98725,805450,60,5.344466952407182,320,1,Guarantor,Debt Consolidation,2.9561115504234134,1,72,3,0
LN000197,CUS00197,61,Female,Divorced,Primary,Permanent Employee,15,3258189,259416,1754460,120,10.40726875706188,708,5,Vehicle,Home Purchase,0.7177967919327659,2,117,3,0
LN000580,CUS00580,57,Male,Married,Vocational,Permanent Employee,14,605738,37916,4232888,48,15.693550051466634,702,2,Real Estate,Education,21.96480874228248,4,106,4,0
LN001135,CUS01135,50,Female,Widowed,Doctoral,Self-Employed,12,3372209,286721,2466478,60,14.637897581204774,665,1,,Auto Loan,1.9784009114860137,2,223,1,1
LN001814,CUS01814,54,Male,Single,Doctoral,Self-Employed,8,1212756,103186,2437879,84,15.789466216239614,370,4,Vehicle,Medical,2.988673843385056,4,41,5,1
LN001935,CUS01935,55,Male,Divorced,Bachelor,Freelance,4,3690434,298619,2079939,48,9.530999918777983,479,2,,Medical,2.097103154065289,4,197,3,1
LN000434,CUS00434,47,Male,Single,Doctoral,Freelance,3,1203976,96608,161551,84,5.7399426041609996,624,1,Fixed Deposit,Personal Loan,0.28721361585128624,3,81,3,0
LN000101,CUS00101,28,Female,Married,Vocational,Business Owner,9,2947175,249965,2253873,120,8.645392207716196,658,1,Vehicle,Business Expansion,0.0,5,75,1,0
LN001655,CUS01655,25,Female,Divorced,Bachelor,Self-Employed,14,189338,25156,1404786,180,10.663642713646599,600,5,,Home Purchase,4.532905861645375,1,207,6,1
LN000395,CUS00395,55,Female,Divorced,Secondary,Contract Employee,15,1936064,152999,760955,60,13.560730568663221,806,5,Life Insurance,Education,1.2026923551681048,5,20,3,0
LN001939,CUS01939,62,Male,Married,Doctoral,Business Owner,20,522654,44755,2862293,24,12.695272499843833,337,2,Life Insurance,Medical,38.81812140763127,1,53,4,1
LN000221,CUS00221,61,Female,Married,Master,Freelance,17,2391924,216515,5026,180,9.026590063651572,494,1,Guarantor,Debt Consolidation,0.47508928254949,2,45,1,0
LN001676,CUS01676,49,Male,Married,Vocational,Contract Employee,25,3719535,306311,4781962,48,11.361845799436926,321,0,Real Estate,Auto Loan,3.4798834729094725,1,195,2,1
LN001498,CUS01498,54,Male,Single,Doctoral,Self-Employed,8,1223677,115260,2410878,84,15.320497662325595,383,4,Vehicle,Medical,3.410620463857901,4,42,5,1
LN001785,CUS01785,49,Male,Widowed,Primary,Government Officer,18,1117094,94678,785894,36,9.221194505734138,458,4,Vehicle,Medical,3.5685776285311412,3,23,3,1
LN000345,CUS00345,65,Male,Divorced,Vocational,Permanent Employee,20,2372921,201025,1709570,180,18.05975059091635,619,5,Real Estate,Debt Consolidation,0.0,2,92,5,0
LN001028,CUS01028,26,Male,Married,Doctoral,Contract Employee,6,4133423,341164,1645238,12,13.312259207352438,720,0,Guarantor,Education,4.9409305853171475,0,180,5,1
LN000889,CUS00889,27,Male,Married,Vocational,Government Officer,8,2612170,213561,2368283,240,12.6365156209655,374,2,Vehicle,Personal Loan,1.2608681398593125,3,80,4,0
LN001351,CUS01351,34,Female,Married,Bachelor,Permanent Employee,12,1097682,84155,1846117,48,14.758138690912507,812,1,Real Estate,Debt Consolidation,4.935570563008009,4,149,5,1
LN000553,CUS00553,33,Female,Single,Master,Freelance,33,1114288,90582,3039645,36,10.767286660904166,514,4,Guarantor,Business Expansion,12.193418928781925,1,70,6,0
LN000744,CUS00744,28,Female,Single,Doctoral,Self-Employed,1,1908685,149929,2150017,48,7.507574240491013,750,5,Fixed Deposit,Education,3.6717725189748576,0,198,6,0
LN001542,CUS01542,30,Female,Single,Secondary,Contract Employee,30,3412228,276169,4675446,36,11.28340525302039,419,3,Fixed Deposit,Medical,4.421269266580425,0,66,5,1
LN000539,CUS00539,47,Male,Married,Doctoral,Freelance,22,3579126,296835,2390916,36,12.797732427166501,494,3,,Auto Loan,1.820758871400919,0,162,1,0
LN000907,CUS00907,23,Male,Widowed,Doctoral,Contract Employee,28,2004379,163837,2270773,180,17.29456324701789,746,3,Life Insurance,Education,1.1533356944488513,0,216,2,0
LN001395,CUS01395,60,Female,Divorced,Bachelor,Contract Employee,7,280544,30343,820211,120,8.424666581187548,357,2,Life Insurance,Personal Loan,2.693129063595271,4,55,1,1
LN000116,CUS00116,60,Female,Divorced,Vocational,Self-Employed,17,2245600,183982,3247061,48,5.775936123950201,791,0,Real Estate,Education,4.522956022899269,4,88,1,0
LN000830,CUS00830,22,Male,Divorced,Doctoral,Contract Employee,11,3371492,283900,4904274,60,14.734898470555768,386,0,Real Estate,Personal Loan,3.028322234076735,2,152,1,0
LN001938,CUS01938,42,Male,Married,Primary,Self-Employed,8,3285134,292902,3376401,36,13.169816501871422,448,1,Vehicle,Personal Loan,4.150595050404372,3,185,3,1
LN000809,CUS00809,57,Female,Married,Primary,Government Officer,16,2781158,223134,1973086,180,10.19547532273617,583,1,Fixed Deposit,Debt Consolidation,0.17506656791626124,0,169,1,0
LN001311,CUS01311,37,Male,Divorced,Secondary,Freelance,33,917199,75582,4069030,240,12.333559478141481,461,0,Vehicle,Debt Consolidation,2.519890164249909,2,110,2,1
LN001005,CUS01005,31,Female,Married,Vocational,Business Owner,15,1634260,136067,2346074,12,16.747899375956052,825,2,,Personal Loan,17.352896786050067,2,51,1,1
LN000306,CUS00306,47,Male,Widowed,Primary,Contract Employee,27,666786,67896,1402157,120,14.922307286399672,588,3,Real Estate,Home Purchase,1.7500016506256197,4,231,5,0
LN001101,CUS01101,49,Male,Married,Doctoral,Freelance,16,1735185,138622,1292275,36,17.057936643710036,325,5,,Business Expansion,3.9471504508179285,5,198,1,1
LN000480,CUS00480,58,Female,Widowed,Secondary,Business Owner,2,2981519,244827,3280233,84,9.222649676457321,565,0,Fixed Deposit,Debt Consolidation,2.3940685545866027,4,173,6,0
LN001424,CUS01424,47,Male,Divorced,Secondary,Self-Employed,33,2727865,232684,2464304,36,10.618126182527101,300,3,,Auto Loan,3.1465448414116244,0,96,2,1
LN001076,CUS01076,35,Female,Divorced,Master,Government Officer,33,1532549,133234,2320380,36,5.310971820538857,355,2,Guarantor,Auto Loan,5.3818402304139195,0,169,1,1
LN000571,CUS00571,43,Female,Married,Secondary,Freelance,31,3225559,271014,505463,180,6.321625753731646,761,3,,Medical,0.015323428095715921,4,35,6,0
LN000619,CUS00619,55,Male,Married,Doctoral,Permanent Employee,15,3238842,263097,800856,180,14.009278495957076,680,1,,Personal Loan,0.8976495321343205,0,230,5,0
LN001898,CUS01898,55,Male,Single,Vocational,Self-Employed,24,625478,46370,1137082,12,11.708681386521631,792,2,,Business Expansion,24.17017309654889,5,145,6,1
LN001266,CUS01266,62,Male,Married,Bachelor,Self-Employed,7,1212578,101823,2051346,240,17.547105532234344,803,3,,Home Purchase,1.960437427491684,2,122,4,1
LN000079,CUS00079,33,Male,Married,Vocational,Government Officer,25,1832056,148133,1836404,48,15.08542534674927,654,2,Fixed Deposit,Business Expansion,2.6248476355610144,0,229,1,0
LN001912,CUS01912,35,Female,Divorced,Bachelor,Freelance,16,3903301,328393,3008100,48,9.273709862181693,415,5,Vehicle,Business Expansion,2.091801677625787,6,110,5,1
LN000033,CUS00033,34,Female,Single,Bachelor,Business Owner,23,1143895,103239,2203783,180,5.965990655496881,318,5,Guarantor,Home Purchase,1.988642107203444,4,192,3,0
LN001538,CUS01538,55,Male,Widowed,Bachelor,Permanent Employee,30,1922883,151786,4738160,24,6.499299056039599,848,2,Life Insurance,Auto Loan,13.571590357297039,6,144,3,1
LN001034,CUS01034,61,Female,Single,Secondary,Contract Employee,6,313992,18888,2064490,36,6.3881643525500325,444,0,Fixed Deposit,Business Expansion,31.272683261313805,4,25,5,1
LN001563,CUS01563,40,Male,Married,Doctoral,Freelance,26,2058769,179207,849351,36,17.070986256742504,336,0,,Medical,1.5431699064229205,4,54,1,1
LN000352,CUS00352,61,Female,Single,Secondary,Contract Employee,29,3501748,286617,4909765,180,16.649529443224793,645,3,Fixed Deposit,Business Expansion,1.6145302208460082,2,21,4,0
LN000164,CUS00164,25,Male,Single,Secondary,Government Officer,3,2467082,207044,3510042,120,4.938553186024116,715,5,Life Insurance,Education,2.5340676746581217,4,88,1,0
LN000204,CUS00204,61,Female,Divorced,Vocational,Self-Employed,16,2211309,197855,3203030,48,5.761593927632257,789,0,Real Estate,Education,4.402163323113026,4,92,1,0
LN001054,CUS01054,37,Male,Single,Doctoral,Self-Employed,7,1236930,105930,2814681,300,15.7901176805437,797,0,Real Estate,Home Purchase,0.9642356252566127,4,52,3,1
LN001365,CUS01365,57,Female,Widowed,Bachelor,Freelance,21,2013666,173684,2721961,84,12.862367685270083,553,3,Life Insurance,Personal Loan,1.4469724545125122,2,225,1,1
LN001967,CUS01967,41,Male,Widowed,Bachelor,Contract Employee,33,3250758,271754,4505822,120,14.436367428709152,338,1,Fixed Deposit,Home Purchase,1.4859067593019748,0,107,4,1
LN000496,CUS00496,40,Female,Married,Master,Contract Employee,0,1213860,94953,2861710,240,8.345234018274677,426,4,Vehicle,Education,0.29888051476449307,2,200,6,0
LN001625,CUS01625,26,Male,Single,Doctoral,Permanent Employee,35,1679861,144803,4403047,240,5.407556698707258,318,3,Real Estate,Medical,1.5964540630992798,3,70,2,1
LN001966,CUS01966,48,Male,Married,Doctoral,Freelance,16,1683331,137472,1350062,36,16.98976368335467,322,5,,Business Expansion,3.8077744120069954,5,193,1,1
